,cnpj,name,phone,address
197,17.957.539/0001-36,Moreira,(011) 1908 8072,"Residencial Peixoto, 82
Dom Bosco
49432095 Moraes da Serra / TO"
198,18.349.339/0001-63,Ferreira e Filhos,+55 (021) 9644-3618,"Viaduto de Duarte, 87
Lajedo
15691395 Cunha da Praia / PA"
199,18.349.727/0001-44,das Neves,0900 355 4163,"Área de Castro, 9
Jonas Veiga
31237-359 Monteiro / MG"
200,18.384.436/0001-97,Pinto,+55 (071) 6033 3019,"Aeroporto de Martins, 148
Flavio De Oliveira
26326879 da Cunha / MA"
201,18.429.778/0001-86,Peixoto S.A.,71 4009-2808,"Lagoa de Novais, 46
Jardim Montanhês
97483-071 Camargo / RJ"
202,18.435.345/0001-33,Pereira,31 7289 3337,"Aeroporto Carvalho, 76
Santa Cecilia
52343503 Sá / MA"
203,18.501.867/0001-96,Nascimento - EI,0500-610-8394,"Chácara Alves, 3
Vila Nova Dos Milionarios
97093-719 Ribeiro / MT"
204,18.551.197/0001-12,Silveira,+55 (011) 3327 1494,"Morro Dias, 85
Santa Amelia
46791477 Costela / RJ"
205,18.571.380/0001-80,Borges - ME,+55 (061) 2694 0319,"Lagoa José Pedro Camargo, 68
Nova Esperança
68772-501 Rodrigues / ES"
206,18.703.366/0001-92,Macedo e Filhos,+55 (071) 5147 0351,"Vereda de Albuquerque, 852
Bandeirantes
52756576 Mendonça Alegre / RN"
207,18.908.628/0001-55,Martins,+55 (031) 8230 7039,"Fazenda João Ferreira
Belmonte
71462-934 Barbosa de Vasconcelos / AM"
208,18.951.674/0001-37,Camargo,21 4151-8884,"Morro Vasconcelos, 83
Andiroba
96369281 Cassiano / RS"
209,19.022.079/0001-80,Vieira,0300 839 1678,"Vereda de Mendes, 24
Nova Pampulha
03585-821 Cardoso / TO"
210,19.022.505/0001-85,Cavalcanti Santos - ME,61 7200-4851,"Aeroporto Joana Montenegro, 56
Madre Gertrudes
36799-175 Lopes do Galho / PI"
211,19.160.332/0001-61,Martins,+55 21 5238 5208,"Jardim de Leão
Vila Santa Monica 2ª Seção
86522549 Moreira / AC"
212,19.226.827/0001-46,Fernandes,+55 (021) 2629-2523,"Chácara de Carvalho
Santa Tereza
58974910 Vargas / MG"
213,19.361.741/0001-26,Silva,+55 (031) 5039 0486,"Trecho Moreira, 48
Conjunto Santa Maria
79986571 Nunes / RS"
214,19.403.535/0001-31,Oliveira Casa Grande S/A,+55 61 8119 0700,"Ladeira de Mendes, 8
Vila Puc
35617-193 Correia de Minas / AC"
215,19.420.149/0001-58,Moraes,+55 (084) 7684-8071,"Sítio de Martins
Floramar
66491418 Brito da Praia / SP"
216,19.471.792/0001-00,Leão,(041) 2096 2271,"Setor de Guerra, 8
Vila Paquetá
19197-581 Lima da Prata / PE"
217,19.679.163/0001-70,Mendes Teixeira Ltda.,+55 (084) 3464 8491,"Núcleo Martins, 44
Monsenhor Messias
94313668 Ramos do Sul / RS"
218,19.752.106/0001-70,Marques Pastor Ltda.,+55 (071) 6642-3276,"Viela Emanuella Gonçalves, 60
Vila Aeroporto
49626-072 Pereira / RS"
219,19.811.899/0001-50,Fogaça Sá S/A,+55 11 0234 5179,"Loteamento de Azevedo, 480
Beira Linha
79542-416 Rocha / SP"
220,19.974.001/0001-65,Carvalho,(084) 4589 0755,"Via de Cunha
Alto Vera Cruz
09342-897 Cirino das Flores / AM"
221,20.005.613/0001-29,Vargas Viana S.A.,71 0154 8971,"Distrito de da Rocha
Barão Homem De Melo 1ª Seção
04613-427 Leão / PI"
222,20.048.368/0001-37,Macedo,(071) 1179 5968,"Recanto Henry Gabriel Pastor, 4
Santo André
26674136 Barbosa de Goiás / TO"
223,20.067.531/0001-09,Fogaça Ltda.,+55 41 9457-1801,"Distrito Lucas Vieira, 48
Barão Homem De Melo 2ª Seção
23964-672 Martins / MG"
224,20.289.748/0001-63,Casa Grande S/A,(011) 3538-9324,"Estrada da Conceição, 6
Vila Petropolis
63523417 Lima de Pereira / BA"
225,20.366.181/0001-81,da Paz,51 2325 7068,"Pátio de Almeida
Minas Caixa
79405-072 Rios / DF"
226,20.393.678/0001-99,Novaes Rocha S/A,21 1669 5294,"Vereda Fonseca, 40
Funcionários
73754-531 Rocha / RR"
227,20.650.288/0001-57,Campos S/A,81 3943 3337,"Ladeira Vicente Freitas, 73
Estoril
88486362 da Costa / TO"
228,20.889.134/0001-12,Montenegro,+55 (031) 3516 4237,"Viela Leandro da Rocha, 25
Vila São Dimas
90803-192 Garcia da Prata / DF"
229,20.909.606/0001-51,Cavalcanti Peixoto - EI,41 7995 0311,"Jardim Arthur Costela, 36
Monsenhor Messias
85953-664 da Paz do Campo / SC"
230,20.956.020/0001-48,Aragão - EI,81 6916-5990,"Via de Marques, 73
São Bernardo
37614-704 Cavalcanti da Serra / MS"
231,21.016.553/0001-02,Caldeira e Filhos,81 2675 2737,"Praia de Brito
Atila De Paiva
09661063 Fernandes Paulista / MS"
232,21.023.082/0001-60,Duarte Ltda.,61 1084-1871,"Travessa de Oliveira, 3
Braúnas
30663-182 Vargas / PI"
233,21.029.334/0001-68,Macedo S.A.,+55 11 7337 8012,"Lagoa Cecilia Silveira, 15
Alto Caiçaras
98725-836 Caldeira de Azevedo / SP"
234,21.072.819/0001-34,Vargas Ltda.,(051) 6626 4687,"Área de Brito, 59
Vila Madre Gertrudes 3ª Seção
88940-474 Caldeira / MS"
235,21.327.311/0001-30,Dias,+55 (011) 4057-3730,"Sítio de Dias
Nossa Senhora Do Rosário
88168467 Leão de Macedo / TO"
236,21.396.865/0001-99,Pires S.A.,+55 (031) 0751-8973,"Residencial da Cunha, 58
Jardim Felicidade
58832288 Pacheco da Prata / MG"
237,21.399.767/0001-05,Castro,0800-031-9819,"Viaduto de Rodrigues, 30
Conjunto Capitão Eduardo
93767155 Câmara / AL"
238,21.454.317/0001-78,Leão e Filhos,31 0676 6104,"Rua Davi Luiz Campos, 179
Solar Do Barreiro
02299-975 Aparecida / RR"
239,21.560.455/0001-31,Pires,(081) 0015 1818,"Núcleo Peixoto, 342
Capitão Eduardo
55663-242 Melo / PI"
240,21.637.504/0001-97,Cunha,41 1491 8378,"Passarela da Rocha, 6
Xangri-Lá
81005-656 da Conceição da Praia / TO"
241,21.804.846/0001-54,Marques,+55 71 6692 3420,"Rua de da Paz, 95
Solimoes
66402636 Santos da Praia / MS"
242,21.960.572/0001-92,Rodrigues - EI,21 3636 6004,"Distrito Henry Moura, 6
Vila Olhos D'água
76124-599 Fernandes / SP"
243,22.085.041/0001-60,Cavalcanti Ltda.,+55 (071) 7040-9058,"Distrito de Macedo, 28
Frei Leopoldo
98278-994 Leão de Borges / PB"
244,22.162.774/0001-51,Moreira,11 2441-4297,"Alameda João Miguel Novaes
Inconfidência
63025-608 Ferreira das Pedras / MS"
245,22.268.707/0001-16,Gomes,(081) 7054-1995,"Campo Gonçalves, 8
Vila Tirol
87370-819 Cunha Verde / MA"
246,22.381.886/0001-01,Dias,0300-815-7689,"Vale Pimenta, 84
Betânia
75900796 da Cunha / ES"
247,22.732.974/0001-00,Vargas,51 7430 0773,"Fazenda Caldeira, 8
Conjunto Lagoa
08428-839 Oliveira / PA"
248,22.737.922/0001-19,Macedo - EI,+55 41 2821-1420,"Sítio Luiz Henrique Mendes, 81
Marieta 2ª Seção
68569665 Cassiano / SP"
249,22.832.745/0001-50,Moura,0900-950-1706,"Lago Brito, 11
Minas Brasil
21854-965 Melo / PA"
250,22.873.253/0001-02,Garcia,+55 (041) 3553 1490,"Vale de Aragão, 8
Santa Rita
05229-398 Nascimento / RN"
251,22.918.935/0001-94,Alves,(061) 8012-1376,"Setor Camargo, 91
Esperança
98682-829 Fogaça da Serra / PI"
252,22.944.296/0001-31,Moraes e Filhos,+55 51 8684 0935,"Passarela Kevin Novaes, 15
Vila Antena
72168-516 Ramos / ES"
253,23.121.050/0001-22,Farias,41 9681-5639,"Viela Ferreira, 73
Xodo-Marize
28182-615 Pacheco de Sampaio / MT"
254,23.246.752/0001-32,Almeida,(021) 7416-4293,"Condomínio Carvalho, 52
Vila Independencia 3ª Seção
32759-635 Brito do Galho / RO"
255,23.373.417/0001-03,Borges das Neves S/A,+55 (021) 6166 4237,"Núcleo Casa Grande, 742
São Sebastião
96051588 Porto / MA"
256,23.406.588/0001-83,Vargas,0300 057 0087,"Quadra de Dias, 80
Vila Fumec
87753711 Fogaça / AL"
257,23.490.663/0001-37,Garcia Cavalcante S/A,21 7853 7055,"Pátio de Brito, 6
Caiçaras
31470-506 Machado do Galho / MA"
258,23.598.872/0001-07,Martins,+55 (021) 2081-6456,"Passarela Zoe Peixoto, 2
Granja De Freitas
63996936 Novais de Fonseca / RN"
259,23.599.595/0001-49,Araújo,+55 (021) 7612-5428,"Favela Bryan Moraes, 88
Aguas Claras
18913927 Casa Grande de Garcia / AC"
260,23.719.253/0001-15,Campos,+55 (041) 5365 1958,"Trevo Pires, 94
Corumbiara
85142-364 Pires / RR"
261,23.733.182/0001-05,Gonçalves - ME,41 6880-0425,"Recanto Montenegro, 9
Vila Canto Do Sabiá
78907-567 Alves da Serra / PI"
262,23.985.293/0001-09,Alves Azevedo - ME,+55 (041) 2826 9576,"Loteamento Marina da Costa, 82
Vila Independencia 2ª Seção
25487-895 Gonçalves / MT"
263,24.138.187/0001-52,Porto,+55 41 9446-2438,"Travessa Emanuel Novaes, 4
Marilandia
24666433 da Cunha do Norte / SE"
264,24.251.730/0001-23,Pires Nogueira - ME,(071) 2845 7087,"Viaduto Maria Helena da Rocha, 58
Vale Do Jatoba
91371951 Andrade de Barbosa / RS"
265,24.288.000/0001-05,da Rocha da Cruz S.A.,84 8972 3863,"Ladeira Fernandes
Vila Real 2ª Seção
55287-521 Cavalcante da Serra / RR"
266,24.419.337/0001-04,Cardoso,0800 903 6231,"Trecho de Pires, 9
Zilah Sposito
08147-960 da Luz / RO"
267,24.469.014/0001-17,Cirino,0500 650 8703,"Área de Castro, 21
Eymard
23235894 Marques do Galho / RO"
268,24.486.564/0001-44,Rios,+55 11 5148-5016,"Viela de Gonçalves, 82
Vila Jardim Leblon
66993-622 Pacheco Verde / GO"
269,24.576.750/0001-74,da Conceição,(031) 5199-0846,"Recanto Valentina Azevedo, 53
Pilar
59057-006 da Paz / AM"
270,24.666.915/0001-07,Siqueira - EI,(021) 4745 9198,"Lagoa Francisco Casa Grande, 270
Nova Granada
33603984 Castro Grande / PE"
271,24.810.117/0001-07,Vieira Barbosa S.A.,+55 (051) 0788 8195,"Campo Maria Cecília Cirino, 94
Santa Tereza
68245-265 Moura / RN"
272,24.839.332/0001-22,Silveira,(071) 0212-8666,"Setor de Cassiano, 31
Senhor Dos Passos
31441-278 Nascimento das Pedras / RN"
273,24.968.509/0001-90,Garcia,+55 11 7132 5453,"Recanto de da Mata
Esplanada
69687-399 Campos Grande / CE"
274,25.336.631/0001-07,Costela S/A,21 0131 1256,"Viela de Nascimento, 77
Varzea Da Palma
62489932 Siqueira de Casa Grande / RO"
275,25.519.221/0001-00,Aparecida e Filhos,+55 21 6025-7580,"Esplanada João Miguel Monteiro, 413
Madri
47958-903 Vieira de Macedo / PI"
276,25.546.809/0001-44,Camargo,(051) 6350-8973,"Estrada Sousa, 92
Goiania
39458-348 Peixoto / RJ"
277,25.604.309/0001-11,da Cunha,(041) 6695-4564,"Jardim Bernardo Sá, 97
Nossa Senhora De Fátima
23636329 Macedo das Flores / AM"
278,25.619.765/0001-35,Rocha - ME,+55 (011) 2358 7050,"Rodovia Rios, 74
Nossa Senhora Do Rosário
22809-061 Monteiro de Cassiano / AL"
279,25.643.844/0001-81,Azevedo,31 6446-2282,"Vereda de Câmara, 55
Capitão Eduardo
21265906 Gonçalves de das Neves / PR"
280,25.665.020/0001-02,Ribeiro,81 9841 1314,"Ladeira de Oliveira, 496
Vila Nova Paraíso
60553-542 Cunha / PI"
281,25.683.990/0001-30,Pereira S/A,+55 31 1101-4122,"Via de Abreu, 5
João Alfredo
05505-861 Moreira / PE"
282,25.697.790/0001-37,da Luz - EI,0300 786 2540,"Trecho Vargas, 95
Camponesa 1ª Seção
14847-713 Silveira / RS"
283,25.844.822/0001-80,da Mata,81 0721 9743,"Trevo Emanuel da Rosa, 91
Vila Cloris
44395200 Novais de Cardoso / SP"
284,25.883.439/0001-30,Campos,+55 11 4563 1611,"Feira de Porto, 99
Anchieta
25863-707 Sales da Prata / RJ"
285,25.925.132/0001-55,Oliveira Castro Ltda.,+55 31 4025-9667,"Colônia Mendes
Varzea Da Palma
56538-850 Araújo / RN"
286,26.146.963/0001-91,Rodrigues S/A,+55 51 3722 1305,"Colônia de Montenegro, 93
Carmo
36485033 Sousa Paulista / MG"
287,26.302.495/0001-05,Pimenta,+55 (061) 4271-5037,"Chácara de Ribeiro, 51
Vila Olhos D'água
18600-418 Sá do Sul / RN"
288,26.443.384/0001-00,Cavalcanti e Filhos,0900-979-8249,"Trevo Marcela Guerra, 82
João Paulo Ii
24979-414 Marques do Norte / TO"
289,26.478.934/0001-27,Martins,(061) 6752-0104,"Quadra de Oliveira, 42
Nova Cachoeirinha
38006-916 Barros do Norte / ES"
290,26.635.630/0001-26,da Rocha Sá Ltda.,+55 (084) 0554-8305,"Área Marques, 43
Vila Madre Gertrudes 4ª Seção
79821476 Castro / GO"
291,26.775.089/0001-51,Pires,+55 71 0426 7085,"Área da Mata, 91
Vila Suzana Segunda Seção
15905909 Rodrigues / PB"
292,26.799.082/0001-70,Cardoso e Filhos,(051) 6075-9473,"Feira Alice Rocha, 84
Flamengo
33052-221 Azevedo Paulista / GO"
293,26.940.145/0001-66,Alves da Rocha S.A.,(071) 7296 8919,"Passarela de Câmara, 14
Ventosa
42131-098 Gonçalves / AP"
294,26.978.084/0001-26,Montenegro Macedo Ltda.,+55 41 8036-8325,"Pátio Anthony Gabriel Costa, 150
Boa União 2ª Seção
57414801 das Neves Grande / AM"
295,27.207.247/0001-30,Costela Moraes Ltda.,(061) 7065 6322,"Lago da Mata, 21
Dona Clara
43791156 da Rocha de Pastor / AM"
296,27.258.717/0001-94,Mendonça,71 9005-1855,"Vila Andrade, 43
Pindura Saia
67905-856 Cardoso / RO"
297,27.282.595/0001-71,Andrade,(031) 6535-6407,"Praça Ana Laura Alves, 50
São Damião
86962619 Macedo / AP"
298,27.307.764/0001-80,da Rosa,71 7259 7811,"Estrada de Castro
Juliana
77030014 Andrade do Amparo / RO"
299,27.499.238/0001-60,Ribeiro S/A,+55 81 3020-3708,"Chácara Cecília Leão, 141
Vila Bandeirantes
81644-718 Moura de Silva / ES"
300,27.512.502/0001-58,Lima da Luz S.A.,+55 21 0803-4566,"Campo de Rocha, 9
Vila Mantiqueira
28011174 Peixoto Alegre / PI"
301,27.536.627/0001-18,Cunha,(031) 8042-1783,"Viela Sabrina Cunha
Coqueiros
78721-485 Guerra Alegre / MA"
302,27.557.876/0001-90,Silveira Rezende S.A.,+55 (051) 4723-5407,"Passarela de Dias, 44
Cdi Jatoba
55683211 Souza / PE"
303,27.560.566/0001-24,Costa,0500-867-1520,"Jardim de Nascimento, 32
Vila Califórnia
94644819 Barbosa das Pedras / RR"
304,27.796.367/0001-10,Rocha,61 5837-6302,"Viela Pietro da Mata
Mangabeiras
21834552 Costa / AC"
305,27.943.432/0001-92,Vieira,0900 589 7840,"Quadra de Aragão, 340
Vila Dos Anjos
35493-529 Casa Grande Alegre / SC"
306,28.005.787/0001-01,Porto,+55 41 3206-4190,"Lagoa Maitê Lopes, 7
Barreiro
75602920 Marques das Pedras / MT"
307,28.016.812/0001-44,Cavalcanti,21 3807-8923,"Travessa de Ramos, 402
Vila Cemig
99425-404 Aragão de Cunha / PE"
308,28.045.502/0001-58,da Luz,(051) 3202-1829,"Ladeira Freitas
Cenaculo
11413-907 Novaes de Silveira / SP"
309,28.067.363/0001-63,Moraes Ltda.,(084) 4465-6498,"Praia José Brito, 340
Paquetá
34709-480 Jesus Verde / PE"
310,28.079.702/0001-21,da Rosa S/A,+55 (051) 6992-9596,"Vereda de Cavalcante, 2
Chácara Leonina
68530-443 Moraes / MS"
311,28.153.169/0001-09,Câmara,(071) 7162-7746,"Condomínio Manuella Azevedo
Cruzeiro
15740674 Castro da Mata / DF"
312,28.284.062/0001-91,Gonçalves S.A.,11 5002 7471,"Recanto de Rios, 60
Santo André
48371137 Cunha do Galho / GO"
313,28.309.305/0001-07,Gomes,51 2038 5307,"Trevo de Cavalcante
Andiroba
95743-554 Peixoto / PA"
314,28.349.335/0001-39,Sampaio,(031) 9967 8547,"Viaduto Novais, 843
Vila Batik
32436-660 Pimenta do Amparo / RR"
315,28.371.154/0001-09,Azevedo,(051) 5663 8076,"Residencial Pires, 70
Fernão Dias
82529790 Andrade / PE"
316,28.466.210/0001-99,Nunes da Cruz - EI,+55 31 5438 7925,"Travessa José Pedro Borges, 832
Anchieta
00504-810 Rocha de Minas / MA"
317,28.665.578/0001-86,Macedo Dias S.A.,+55 11 0552-9995,"Favela de Rezende, 90
Canadá
04296-901 Silveira / PB"
318,28.709.727/0001-61,Andrade,+55 (011) 4001-2048,"Jardim de Monteiro, 88
Jardim Do Vale
91083-618 Rodrigues / PE"
319,28.868.282/0001-62,Moraes Cavalcanti e Filhos,21 0137-0408,"Pátio de Ribeiro, 594
Acaiaca
51437-887 Alves / RS"
320,28.881.952/0001-80,Oliveira Garcia - EI,+55 84 8611 9658,"Residencial Breno Cirino, 96
Ventosa
08089-749 Silva / MS"
321,28.922.568/0001-89,Oliveira S/A,+55 (021) 0339-8646,"Viaduto Noah Nunes, 65
Buraco Quente
96526-665 Leão do Campo / RS"
322,29.074.843/0001-14,Caldeira Araújo S.A.,61 0722 4077,"Trecho Pires, 54
Ápia
69037653 Nogueira de Minas / SC"
323,29.194.481/0001-03,Sampaio,(061) 6026 8829,"Distrito Davi Luiz da Paz
Cidade Jardim Taquaril
70022-286 Fogaça de Goiás / PI"
324,29.199.211/0001-87,Lima Rocha Ltda.,+55 81 2660-4857,"Alameda Aylla Borges, 81
Vila Jardim Montanhes
24241-262 Pires / ES"
325,29.262.708/0001-00,Leão,41 9525 9464,"Lago de Peixoto, 238
Bacurau
49510370 da Cunha / MS"
326,29.294.975/0001-51,Cirino Melo S.A.,+55 (084) 1359-7733,"Lago Brito
Bandeirantes
75168583 Rezende de Silva / AL"
327,29.381.102/0001-86,Melo,(011) 8636 0097,"Núcleo Fernandes, 22
Vale Do Jatoba
98650603 Ferreira / AM"
328,29.690.562/0001-96,Cassiano Ltda.,31 6966-6795,"Alameda Sophia Câmara, 74
Vila Sesc
46305758 Macedo do Sul / PR"
329,29.879.514/0001-40,Siqueira S.A.,81 0326 0080,"Via de da Cunha, 78
Califórnia
45476-348 Lima / AL"
330,29.935.541/0001-93,Moura,(071) 3814-3017,"Setor Thomas Farias, 56
Padre Eustáquio
32453-835 da Luz / GO"
331,30.398.799/0001-87,Caldeira e Filhos,+55 51 7620 0149,"Viela Almeida, 96
Alto Dos Pinheiros
86612087 da Conceição do Campo / SC"
332,30.479.782/0001-54,Cunha e Filhos,81 7850 1066,"Lago Mendonça, 34
Colégio Batista
59274-640 da Paz / MA"
333,30.612.154/0001-03,Guerra,+55 21 8304-2537,"Trevo de Lopes, 6
Aparecida 7ª Seção
45563646 da Cruz / AC"
334,30.626.881/0001-11,Pacheco S.A.,+55 (031) 8602-7502,"Feira Mendes, 8
Cinquentenário
76803864 Duarte de Minas / GO"
335,30.626.975/0001-90,Albuquerque,31 5741-4019,"Conjunto de Rocha
Lagoinha
15830524 Abreu / RO"
336,30.654.366/0001-45,Araújo,(031) 2017 8981,"Praça de Monteiro, 8
Ernesto Nascimento
61477305 Castro / AP"
337,30.745.233/0001-84,Brito,+55 (061) 6738 6738,"Feira de Rocha, 915
Vila Novo São Lucas
72122730 Nogueira / PE"
338,30.822.864/0001-50,Andrade - EI,+55 21 7660-9067,"Vila Pastor, 995
Vila São João Batista
23569-493 Moreira do Galho / BA"
339,30.932.937/0001-66,Brito,0500-145-2329,"Viaduto de Santos, 3
Conjunto Jatoba
99945459 Machado do Oeste / SP"
340,30.956.821/0001-67,Farias Fernandes - ME,84 8977-3705,"Travessa Nogueira
São Geraldo
78217101 Leão / GO"
341,31.045.607/0001-11,Ferreira e Filhos,+55 21 4421 4731,"Via da Luz, 18
Leonina
69519207 Vieira / MA"
342,31.359.816/0001-30,Mendes - EI,0800 658 8208,"Viela de Rodrigues, 38
Planalto
13491-844 Camargo de Minas / PA"
343,31.451.691/0001-73,Farias,0300 997 2140,"Trecho da Costa, 75
Serra Verde
42827134 Ferreira / RN"
344,31.458.268/0001-03,das Neves Guerra S/A,+55 (084) 3916-4083,"Alameda Maria Luísa da Cruz, 22
Nova Pampulha
13088-187 Siqueira / SC"
345,31.830.291/0001-79,Silveira S.A.,31 0711 7389,"Lago de Cavalcanti, 154
Vila Real 2ª Seção
05110-007 Costa / BA"
346,31.833.963/0001-08,Cassiano e Filhos,81 6183-5039,"Pátio Duarte, 9
Nossa Senhora Do Rosário
38477895 Pereira / RO"
347,31.876.782/0001-50,Borges - ME,+55 61 0261 3767,"Lago de Vasconcelos, 2
Beija Flor
01756598 da Costa da Mata / RS"
348,32.154.841/0001-40,Fernandes,+55 (084) 1699 9444,"Rua de Costela, 7
Parque São Pedro
58419029 Porto / AP"
349,32.465.330/0001-49,Pereira - ME,71 0106 1599,"Vereda de Nunes, 82
Alto Vera Cruz
51386289 Gomes de das Neves / MG"
350,32.735.228/0001-16,Pacheco,(011) 6386 3213,"Núcleo Carolina Pires, 93
Vila Santo Antônio
69860-366 Jesus Verde / AM"
351,32.774.897/0001-05,Mendes Albuquerque - ME,+55 81 4445 2370,"Favela Aparecida
Araguaia
74445906 da Rocha / ES"
352,32.846.974/0001-87,da Cunha,+55 71 4773 2845,"Rodovia Caldeira, 46
Vila Dos Anjos
90076-092 das Neves / PB"
353,33.321.615/0001-79,Moraes,+55 (021) 3858 1583,"Estrada de Peixoto, 144
Nova Cintra
65799-715 Rodrigues / RN"
354,33.472.019/0001-90,Ramos - ME,(081) 8457-1391,"Loteamento de Albuquerque, 821
Petropolis
49686025 Campos das Pedras / GO"
355,33.507.509/0001-84,Mendonça Siqueira - ME,+55 (071) 7757-3974,"Fazenda da Luz, 90
Mirante
14454655 Fogaça de Cassiano / RO"
356,33.781.579/0001-26,Viana,+55 21 8606 2135,"Distrito de da Cunha, 27
Aeroporto
72283-346 das Neves da Prata / PA"
357,33.794.367/0001-83,Pereira Dias - ME,(084) 9805 3074,"Favela Diego Leão
João Pinheiro
37264-301 Lopes / AC"
358,33.933.784/0001-60,Dias,+55 31 6062 1521,"Recanto de Rodrigues, 39
Das Industrias I
02431686 Cavalcanti da Serra / SC"
359,33.943.256/0001-91,Albuquerque - ME,(084) 6501-3473,"Área da Rocha, 28
Vila Antena
08122660 Souza de Minas / AC"
360,33.989.083/0001-42,Pacheco,11 0899 7343,"Travessa Gomes, 63
Flavio De Oliveira
43542-618 Cunha / DF"
361,34.020.285/0001-44,Mendonça S/A,+55 (081) 1493 4854,"Trevo de Pereira, 629
São Francisco
87816829 da Mata da Mata / CE"
362,34.151.451/0001-41,Duarte - EI,(031) 8928 4740,"Praça de Cavalcante, 8
Vila Nova Cachoeirinha 2ª Seção
94899882 Fernandes / ES"
363,34.249.352/0001-05,Barros Dias - ME,(071) 8689-8565,"Chácara Guerra, 23
Jardim Guanabara
89618965 Rocha da Prata / AL"
364,34.289.612/0001-68,da Luz Abreu Ltda.,11 2104-3491,"Alameda Casa Grande, 19
São Bernardo
47959201 Abreu de Almeida / RR"
365,34.293.363/0001-84,Correia Dias S.A.,81 4617 2393,"Trecho de Borges, 310
Vila Madre Gertrudes 1ª Seção
12599-015 Castro / BA"
366,34.299.187/0001-98,Pires Azevedo S/A,+55 51 5262 2829,"Vereda Benício Caldeira, 9
Carmo
84945-110 Mendonça de Abreu / RJ"
367,34.568.756/0001-53,Fonseca,+55 31 1200 9524,"Vereda de Viana, 504
São Sebastião
37894851 Aparecida da Serra / PB"
368,34.692.858/0001-86,da Mata Ltda.,+55 61 0800 1742,"Rua Enzo Gabriel Freitas, 899
Vila Independencia 1ª Seção
44044-527 Cavalcante de Camargo / AP"
369,34.719.543/0001-85,Campos,+55 (084) 2765 3430,"Morro Zoe Alves, 38
Andiroba
79891679 Moreira / AC"
370,34.743.624/0001-10,Barbosa,71 4255 4673,"Campo Caldeira, 410
Juliana
71163-994 Novaes / MS"
371,34.883.867/0001-54,Jesus Ltda.,+55 (081) 7256 4041,"Avenida de Cirino, 35
Santa Rita De Cássia
39158481 Brito / BA"
372,34.901.874/0001-31,Moura,+55 61 3105-8551,"Vereda Brayan Aragão, 94
Barão Homem De Melo 2ª Seção
45741-698 Mendonça da Mata / CE"
373,34.948.190/0001-95,Azevedo Casa Grande e Filhos,+55 31 7922-6887,"Viaduto de Nunes, 74
Vila Nova Dos Milionarios
07159-891 Lopes / PA"
374,35.125.145/0001-01,Pereira,(041) 3024-1295,"Parque Luiz Felipe Moreira, 44
Coqueiros
87293734 Vieira do Campo / PE"
375,35.243.721/0001-07,Cirino,(031) 8330-5232,"Quadra de Vasconcelos, 8
Nossa Senhora Da Conceição
36354-883 Macedo de Caldeira / SC"
376,35.243.911/0001-24,Ribeiro Cirino S/A,+55 41 6063 4336,"Aeroporto de Souza, 29
Nossa Senhora Da Aparecida
17453-471 Alves Grande / SP"
377,35.273.310/0001-64,Castro Aragão S.A.,+55 11 7990 0676,"Viaduto Pedro Lucas Monteiro, 6
Vila Minaslandia
94856085 Cavalcante da Prata / PE"
378,35.359.278/0001-34,Farias,+55 81 5942 5317,"Recanto Cardoso, 31
Ápia
63945-736 Costa das Pedras / RS"
379,35.594.975/0001-70,Borges,+55 (011) 3601-3776,"Núcleo Yuri Costa, 376
Eymard
35173816 Melo da Serra / AM"
380,35.642.716/0001-77,da Rocha,+55 21 7538 3925,"Pátio Moreira
Cenaculo
81892-226 Borges / ES"
381,35.886.664/0001-84,da Mata S/A,+55 (084) 5491 9752,"Travessa Sousa, 34
Vila Real 2ª Seção
44858972 Montenegro / MG"
382,35.917.039/0001-52,Melo - EI,0900 744 3082,"Recanto de da Luz, 95
Vila Canto Do Sabiá
87829701 da Cruz Paulista / PE"
383,36.035.472/0001-27,Peixoto Ltda.,+55 (061) 4680-8377,"Avenida Costa, 43
Calafate
09326-088 Pinto do Sul / MT"
384,36.379.697/0001-09,das Neves Ramos Ltda.,0900 131 4381,"Lagoa Sousa, 63
Conjunto Califórnia Ii
99264-266 Vasconcelos / MT"
385,36.385.744/0001-19,Sá,+55 81 1955 8111,"Pátio Juan Ribeiro, 14
Paraíso
87841776 Freitas / SP"
386,36.406.657/0001-09,Borges Moura S.A.,+55 11 2997-9645,"Trecho Novais, 18
Lourdes
42201121 da Cruz / AP"
387,36.423.585/0001-08,Jesus da Mata Ltda.,0500-947-6774,"Rua Machado, 97
Vila Novo São Lucas
91444-954 Santos / SE"
388,36.537.358/0001-03,Azevedo S/A,11 3666 4821,"Loteamento Aurora Cavalcante
Conjunto Celso Machado
17726-356 Aragão / SP"
389,36.559.762/0001-70,Ribeiro Machado - EI,+55 (011) 0769 9130,"Jardim Cavalcanti
São Vicente
09461485 Cavalcante do Campo / BA"
390,36.697.410/0001-80,Aragão Vasconcelos e Filhos,31 6562 4756,"Vila Guilherme Brito, 26
Estrela Do Oriente
37585-474 Leão do Campo / PE"
391,36.977.706/0001-55,da Conceição Freitas S/A,+55 21 0312 4732,"Praia de Silva, 948
Vila São Dimas
66581649 Fernandes / RN"
392,37.004.016/0001-82,Castro,+55 (051) 5795 1052,"Conjunto de Cunha
Conjunto Califórnia Ii
83558941 Pereira / PI"
